objID,type,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,z,zErr,zWarning,class,subClass,photoZ,photoErr
1237648721253564707,3,19.91594,0.07342708,18.61782,0.01186035,17.72002,0.008070452,17.30013,0.008234313,16.98976,0.02235258,0.2012839,1.921033E-05,0,GALAXY,null,0.176642,0.025078
1237648721752359194,3,19.47463,0.07512935,18.16621,0.01215718,17.36834,0.008451335,17.0142,0.008881483,16.67501,0.02546955,0.1256563,3.691233E-05,0,GALAXY,null,0.140287,0.018107
1237648721757012161,3,20.40201,0.08111209,18.32866,0.008526104,17.4063,0.006105036,16.99818,0.006033762,16.66739,0.01457499,0.09412367,2.496306E-05,0,GALAXY,null,0.097852,0.011379
1237648721757077724,3,19.11572,0.04271451,17.88605,0.007927104,17.36164,0.007251092,17.04316,0.007870221,16.77472,0.02310102,0.09697206,1.056505E-05,0,GALAXY,STARFORMING,0.06883,0.027425
1237648721788600851,3,19.29997,0.05790571,18.14093,0.0115874,17.68514,0.01057952,17.42019,0.01244247,17.28922,0.04374531,0.07243982,1.006421E-05,0,GALAXY,STARFORMING,0.075487,0.023759
1237648721789190537,3,17.6427,0.01616661,15.8365,0.002962565,15.05414,0.002558219,14.68834,0.002563394,14.41304,0.004720531,0.05804222,9.811506E-06,0,GALAXY,null,0.039915,0.01337
1237648722830688473,3,20.08043,0.08205269,18.15392,0.008569512,17.06091,0.005377773,16.61477,0.005361066,16.23553,0.01095124,0.1495392,3.580632E-05,0,GALAXY,BROADLINE,0.141937,0.007613
1237648722845761621,3,14.95765,0.004496816,13.15149,0.001645333,12.39259,0.001574285,11.99567,0.001577838,11.71101,0.001896743,0.006213259,5.910284E-06,0,GALAXY,null,0.004467,0.00758
1237649918430675052,3,19.56458,0.04150661,18.31938,0.008371103,17.67141,0.006707977,17.20594,0.006324217,16.94877,0.01494205,0.06036651,5.9248E-06,0,GALAXY,STARBURST,0.100218,0.026362
1237649920041484443,3,19.10201,0.03750082,17.22748,0.005108311,16.20838,0.003682221,15.74118,0.003582092,15.34617,0.006892804,0.1293938,1.7931E-05,0,GALAXY,null,0.107622,0.013052
1237649929705750755,3,19.30479,0.06889345,18.15409,0.01070512,17.67719,0.01028156,17.32224,0.01115806,17.11143,0.03170178,0.06482078,8.259689E-06,0,GALAXY,STARFORMING,0.083961,0.022705
1237649961383690333,3,19.94959,0.06919391,18.15785,0.008347709,17.27547,0.005995953,16.88552,0.006091983,16.60053,0.01423883,0.07397377,2.335508E-05,0,GALAXY,null,0.088505,0.013605
1237649961921151165,3,19.21848,0.05778147,18.01256,0.008848907,17.35628,0.007480599,17.00502,0.007714919,16.76299,0.02079346,0.08800945,1.166832E-05,0,GALAXY,STARFORMING,0.121225,0.021571
1237649963530911873,3,19.78581,0.09556201,18.01544,0.01035367,17.14589,0.007364096,16.65912,0.00747609,16.35935,0.01771013,0.1444856,9.567085E-06,0,GALAXY,AGN,0.10114,0.024205
1237650795680432409,3,18.79581,0.03578174,17.10827,0.005321569,16.32882,0.004182396,15.94099,0.004154258,15.63542,0.009434143,0.05486805,1.817314E-05,0,GALAXY,null,0.062332,0.020067
1237650796756664459,3,19.89772,0.093747,18.38131,0.0119897,17.58872,0.008142048,17.18414,0.008067596,16.89231,0.01822351,0.1223441,1.826529E-05,0,GALAXY,null,0.118551,0.024715
1237651191889330528,3,19.98649,0.08035267,18.05848,0.00905831,17.06651,0.005947523,16.6518,0.005918959,16.3297,0.01234746,0.111943,2.499563E-05,0,GALAXY,null,0.125442,0.009318
1237651251480166612,3,19.94629,0.04964613,18.03071,0.006608242,17.23083,0.005205831,16.87263,0.00515484,16.57727,0.01145054,0.0737369,1.522223E-05,0,GALAXY,null,0.070029,0.017857
1237651271363133517,3,19.54433,0.05340471,18.33688,0.009897595,17.62889,0.007885788,17.22259,0.007950078,16.94053,0.02045307,0.1353868,8.258809E-06,0,GALAXY,STARFORMING,0.129836,0.022793
1237651271363264607,3,19.84464,0.05790085,18.34982,0.009037859,17.55485,0.006842765,17.13311,0.006776433,16.85725,0.01617,0.137134,1.078145E-05,0,GALAXY,STARFORMING,0.1206,0.02791
1237651735242146016,3,19.28792,0.05735685,18.26432,0.01207397,17.42226,0.008578823,17.00819,0.008850099,16.81351,0.02488941,0.195697,9.761507E-06,0,GALAXY,STARFORMING,0.20646,0.020606
1237651735783669981,3,19.01019,0.0683431,17.93501,0.01112064,17.4234,0.009975742,17.10897,0.01084005,16.8978,0.03224379,0.1170275,8.788237E-06,0,GALAXY,STARFORMING,0.102318,0.023698
1237651752389181585,3,18.52637,0.03043058,17.5303,0.006891798,17.32938,0.008044312,17.24943,0.01026768,17.18145,0.0377587,0.02267529,4.249051E-06,0,GALAXY,STARBURST,0.02216,0.009631
1237651800163352702,3,19.6698,0.06560445,17.9742,0.008290287,17.03975,0.00572345,16.58483,0.005266137,16.27055,0.01175821,0.1104557,1.641796E-05,0,GALAXY,null,0.126534,0.017
