objID,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,specObjID,z,zErr,photoZ,photoErr,class,subClass
1237648721225515275,21.01539,0.1877678,19.06694,0.01873794,17.50493,0.008167599,16.94455,0.007628831,16.56832,0.01929634,314212137771755520,0.2875547,7.479208E-05,0.281968,0.013958,GALAXY,
1237648721225515275,21.01539,0.1877678,19.06694,0.01873794,17.50493,0.008167599,16.94455,0.007628831,16.56832,0.01929634,314212968713709568,0.2874835,5.937077E-05,0.281968,0.013958,GALAXY,
1237648721225646275,18.88577,0.03652927,17.118,0.005374496,16.33883,0.004234621,15.96686,0.004381417,15.67654,0.009838868,314224238707894272,0.03726012,1.492783E-05,0.051033,0.014149,GALAXY,
1237648721225646275,18.88577,0.03652927,17.118,0.005374496,16.33883,0.004234621,15.96686,0.004381417,15.67654,0.009838868,314225057033381888,0.03714728,2.882118E-05,0.051033,0.014149,GALAXY,
1237648721225711796,19.89198,0.05312823,18.43802,0.008756725,17.72201,0.006830784,17.28348,0.006899808,16.95841,0.01711421,314232203858962432,0.0723697,1.161846E-05,0.092465,0.024066,GALAXY,STARFORMING
1237648721225711796,19.89198,0.05312823,18.43802,0.008756725,17.72201,0.006830784,17.28348,0.006899808,16.95841,0.01711421,314235508702078976,0.07248184,8.796733E-06,0.092465,0.024066,GALAXY,STARFORMING
1237648721225842926,20.31119,0.0598587,18.44171,0.008130914,17.5534,0.005924502,17.2058,0.006116744,16.9017,0.01355251,314255849667192832,0.1431873,1.877019E-05,0.118126,0.017884,GALAXY,
1237648721225842926,20.31119,0.0598587,18.44171,0.008130914,17.5534,0.005924502,17.2058,0.006116744,16.9017,0.01355251,314256393114773504,0.1431414,3.029178E-05,0.118126,0.017884,GALAXY,
1237648721225908400,18.27459,0.02482996,17.29468,0.005908965,16.93131,0.005916575,16.72909,0.007026623,16.53528,0.02145464,314257767504308224,0.03890887,6.880014E-06,0.02961,0.007794,GALAXY,STARBURST
1237648721225908400,18.27459,0.02482996,17.29468,0.005908965,16.93131,0.005916575,16.72909,0.007026623,16.53528,0.02145464,314257224056727552,0.03890612,7.007678E-06,0.02961,0.007794,GALAXY,STARBURST
1237648721225973921,18.9669,0.02518568,18.06591,0.006736314,17.76105,0.006716087,17.50591,0.00750758,17.40042,0.02296317,314261347225331712,0.0725622,6.213883E-06,0.076699,0.018526,GALAXY,STARBURST
1237648721225973921,18.9669,0.02518568,18.06591,0.006736314,17.76105,0.006716087,17.50591,0.00750758,17.40042,0.02296317,314261615795005440,0.07259753,6.675486E-06,0.076699,0.018526,GALAXY,STARBURST
1237648721226039535,20.27612,0.07017174,18.35149,0.00847978,17.32339,0.005633425,16.906,0.005668252,16.51905,0.01266435,314267113353144320,0.1432553,3.069228E-05,0.126948,0.008144,GALAXY,
1237648721226039535,20.27612,0.07017174,18.35149,0.00847978,17.32339,0.005633425,16.906,0.005668252,16.51905,0.01266435,314268219173005312,0.14329,2.13909E-05,0.126948,0.008144,GALAXY,
1237648721226039549,20.27115,0.1533981,18.39708,0.01511506,17.16076,0.008064221,16.70107,0.008054498,16.29716,0.02070864,314263271370680320,0.1831767,4.218634E-05,0.179445,0.009288,GALAXY,
1237648721226039549,20.27115,0.1533981,18.39708,0.01511506,17.16076,0.008064221,16.70107,0.008054498,16.29716,0.02070864,314263539940354048,0.1831885,5.551187E-05,0.179445,0.009288,GALAXY,
1237648721226104921,18.12243,0.01737858,17.20618,0.004966151,16.8901,0.004828944,16.50967,0.005013096,16.4743,0.01356802,314269043806726144,0.09613471,1.40439E-05,0.085294,0.015306,GALAXY,STARBURST
1237648721226104921,18.12243,0.01737858,17.20618,0.004966151,16.8901,0.004828944,16.50967,0.005013096,16.4743,0.01356802,314267663108958208,0.09616559,1.235317E-05,0.085294,0.015306,GALAXY,STARBURST
1237648721226170443,18.71525,0.03209876,17.4089,0.00604018,16.68205,0.004781959,16.29969,0.004997912,16.02016,0.0131058,314267388231051264,0.1093131,2.265562E-05,0.116156,0.01766,GALAXY,STARFORMING
1237648721226170443,18.71525,0.03209876,17.4089,0.00604018,16.68205,0.004781959,16.29969,0.004997912,16.02016,0.0131058,314266844783470592,0.1093072,1.974754E-05,0.116156,0.01766,GALAXY,
1237648721762320514,18.8589,0.02738551,18.12702,0.007677303,17.95058,0.008795178,17.73986,0.0099918,17.64725,0.03418178,314222314562545664,0.0723842,5.365733E-06,0.064424,0.024075,GALAXY,STARBURST
1237648721762320514,18.8589,0.02738551,18.12702,0.007677303,17.95058,0.008795178,17.73986,0.0099918,17.64725,0.03418178,314223407765940224,0.07237835,6.968029E-06,0.064424,0.024075,GALAXY,STARBURST
1237648721762386097,20.39804,0.07758979,18.40915,0.008765257,17.57931,0.006749263,17.18089,0.006775679,16.89395,0.01769928,314222039684638720,0.07468798,2.549129E-05,0.086511,0.020743,GALAXY,
1237648721762386097,20.39804,0.07758979,18.40915,0.008765257,17.57931,0.006749263,17.18089,0.006775679,16.89395,0.01769928,314220933864777728,0.07466623,4.754364E-05,0.086511,0.020743,GALAXY,
1237648721762451846,19.49915,0.04603477,18.25883,0.008521846,17.56447,0.007096539,17.19143,0.007364349,16.91666,0.02131405,314221215050917888,0.1241883,1.588545E-05,0.128558,0.021362,GALAXY,STARFORMING
1237648721762451846,19.49915,0.04603477,18.25883,0.008521846,17.56447,0.007096539,17.19143,0.007364349,16.91666,0.02131405,314222858010126336,0.1241671,1.349867E-05,0.128558,0.021362,GALAXY,STARFORMING
1237648721762582682,19.64202,0.0358133,18.91121,0.01001792,18.63305,0.01026196,18.25449,0.01064376,18.32793,0.03804336,314235502393845760,0.1284104,6.972004E-06,0.112402,0.021477,GALAXY,STARBURST
1237648721762582682,19.64202,0.0358133,18.91121,0.01001792,18.63305,0.01026196,18.25449,0.01064376,18.32793,0.03804336,314233034800916480,0.1283838,5.491057E-06,0.112402,0.021477,GALAXY,STARBURST
1237648721762582691,19.87773,0.06855645,18.05121,0.008321954,17.12866,0.005909017,16.72676,0.00595874,16.36866,0.01428912,314231660411381760,0.09778262,2.45431E-05,0.099755,0.011959,GALAXY,
1237648721762582691,19.87773,0.06855645,18.05121,0.008321954,17.12866,0.005909017,16.72676,0.00595874,16.36866,0.01428912,314235227515938816,0.09786433,3.353521E-05,0.099755,0.011959,GALAXY,
1237648721762582724,18.9987,0.04063809,17.08548,0.005253118,16.21441,0.004008309,15.79201,0.003967824,15.48301,0.009158723,314230835777660928,0.07844694,1.770838E-05,0.07151,0.009361,GALAXY,
1237648721762582724,18.9987,0.04063809,17.08548,0.005253118,16.21441,0.004008309,15.79201,0.003967824,15.48301,0.009158723,314233303370590208,0.07841327,2.644465E-05,0.07151,0.009361,GALAXY,
1237648703513035145,18.77235,0.03748089,17.79365,0.008500541,17.36479,0.008147917,17.07806,0.00875839,16.94882,0.02681767,336685606744647680,0.08640119,8.613249E-06,0.097395,0.02257,GALAXY,STARFORMING
1237648703513035192,21.91272,0.3396108,19.62669,0.02286282,18.11507,0.01008374,17.574,0.008850362,17.25671,0.021165,336683407721392128,0.2741991,5.625195E-05,0.268861,0.015635,GALAXY,
1237648703513165966,17.67185,0.01794735,16.80945,0.004854377,16.55093,0.005107035,16.25513,0.005185292,16.26819,0.01523118,336660592855115776,0.08875664,5.814563E-06,0.080691,0.014404,GALAXY,STARBURST
1237648703513166052,20.77139,0.1180183,18.85775,0.01222143,17.64402,0.007122968,17.21002,0.006615045,16.85499,0.01470355,336675986017904640,0.1814606,2.892778E-05,0.180549,0.010202,GALAXY,
1237648703513166063,19.02945,0.03749862,17.9085,0.007513314,17.47036,0.007260373,17.18518,0.007494687,17.1038,0.02297275,336660317977208832,0.1066131,7.415976E-06,0.076191,0.020833,GALAXY,STARFORMING
1237648703513231505,19.77974,0.05303808,18.37432,0.008917458,17.60302,0.006896478,17.10892,0.006203485,16.86448,0.01455386,336661142610929664,0.1255008,8.031361E-06,0.12559,0.032062,GALAXY,STARBURST
1237648703513231519,19.71691,0.07186867,18.30527,0.01026448,17.44565,0.007374247,17.01216,0.006962051,16.74014,0.01786958,336664716023719936,0.1711591,1.426187E-05,0.159622,0.024983,GALAXY,
1237648703513231555,20.0887,0.08415635,18.00047,0.007977323,17.2464,0.006183733,16.83393,0.006001601,16.49453,0.01325679,336658393831860224,0.08760627,8.142998E-06,0.077569,0.024368,GALAXY,STARFORMING
1237648703513231630,19.06404,0.04704199,17.97607,0.009431631,17.57197,0.00906639,17.28922,0.01137641,17.18805,0.0357248,336660043099301888,0.08685333,6.976769E-06,0.077445,0.016737,GALAXY,STARFORMING
1237648703513362801,20.54544,0.09351753,18.89074,0.01180491,17.94272,0.007945158,17.4889,0.007436382,17.20444,0.01790175,336649322860931072,0.1498905,2.556719E-05,0.160881,0.025058,GALAXY,
1237648703513362820,19.55747,0.05410938,18.27888,0.00953756,17.43096,0.006940236,16.98721,0.006532444,16.73495,0.0155903,336648223349303296,0.1664282,1.013097E-05,0.176144,0.018437,GALAXY,AGN
1237648703513362860,19.92173,0.06332054,18.47755,0.009979951,17.64731,0.007336385,17.16487,0.006763169,16.87418,0.01551197,336645749448140800,0.1503105,2.383116E-05,0.135561,0.024739,GALAXY,STARFORMING
1237648703513428076,19.03202,0.04719574,17.3361,0.006289487,16.50683,0.004754442,16.1111,0.004581437,15.81847,0.01010685,336649597738838016,0.08845632,2.171956E-05,0.076314,0.016339,GALAXY,
1237648704049905836,20.03851,0.06086965,18.22475,0.007807276,17.32109,0.005451508,16.90521,0.005362804,16.55926,0.01241008,336683957477206016,0.08941884,2.03763E-05,0.091011,0.013878,GALAXY,
1237648704049905857,19.82789,0.07397355,18.01412,0.008867911,17.14188,0.00629169,16.76491,0.006338879,16.47177,0.01616581,336682857965578240,0.08843993,2.407788E-05,0.085847,0.014356,GALAXY,
1237648704049905867,20.1758,0.09381221,18.33682,0.01090719,17.40825,0.007296964,17.01585,0.007329071,16.66141,0.0182693,336685881622554624,0.08868074,2.715824E-05,0.102224,0.011273,GALAXY,
1237648704049905873,17.66815,0.02121597,15.75545,0.003172517,14.80527,0.002430236,14.38886,0.002411173,14.07119,0.004555142,336683132843485184,0.08862462,1.487801E-05,0.08078,0.008316,GALAXY,
1237648704049906046,18.76033,0.03235242,17.53011,0.006577186,16.89415,0.005708805,16.49869,0.005625526,16.24799,0.01512014,336686156500461568,0.0904146,6.329626E-06,0.093542,0.022189,GALAXY,STARFORMING
1237648704050036972,19.36062,0.05504455,17.82204,0.008259586,17.02467,0.006236153,16.57979,0.006090596,16.20897,0.01457795,336677085529532416,0.07713702,1.030822E-05,0.078043,0.025123,GALAXY,STARFORMING
1237648704050037018,22.30246,0.4780576,19.88628,0.02868292,18.19968,0.01092191,17.66073,0.009742986,17.3029,0.02502261,336672962360928256,0.3300683,5.660019E-05,0.321285,0.018689,GALAXY,
1237648704050037063,19.46763,0.0797824,17.91264,0.01306263,17.32183,0.009186032,17.03255,0.01017207,16.83292,0.0333256,336675711139997696,0.06871965,2.3062E-05,0.063863,0.02918,GALAXY,
1237648704050102409,18.50203,0.02061914,17.59385,0.005616806,17.21044,0.005330322,17.04482,0.006094421,16.85977,0.01739917,336663066756278272,0.02538639,5.919524E-06,0.022693,0.007469,GALAXY,STARBURST
1237648704050102419,19.19527,0.0505854,17.2745,0.006135641,16.2473,0.004119257,15.83209,0.004073602,15.43344,0.008703665,336662517000464384,0.1261562,1.983658E-05,0.118524,0.008743,GALAXY,
1237648704050102438,19.1002,0.03470081,18.02538,0.007637756,17.5841,0.007063366,17.29416,0.007645386,17.1602,0.02394482,336661417488836608,0.0882504,7.327685E-06,0.08222,0.021412,GALAXY,STARFORMING
1237648704050102589,18.18919,0.02392365,17.17209,0.00596442,16.8288,0.005629748,16.55759,0.00637705,16.43189,0.01896872,336665540657440768,0.07110524,5.276659E-06,0.063657,0.011342,GALAXY,STARFORMING
1237648704050168028,19.39248,0.05922648,18.37245,0.01362687,17.65349,0.008296768,17.27706,0.008464832,17.04904,0.02571017,336666090413254656,0.1742985,1.241668E-05,0.185004,0.025219,GALAXY,STARFORMING
1237648704050233574,19.36106,0.0483078,17.4297,0.006026028,16.4706,0.004215272,16.06394,0.004202735,15.72801,0.009146978,336665815535347712,0.10167,1.863632E-05,0.103136,0.010048,GALAXY,BROADLINE
1237648704050233705,23.58303,0.8984889,21.23584,0.06290895,19.29649,0.01820042,18.6582,0.01543687,18.24654,0.03781234,336663341634185216,0.3816511,0.0001053374,0.379522,0.025286,GALAXY,BROADLINE
1237648704050299086,19.31841,0.04080947,17.84507,0.006727141,17.06839,0.005145936,16.67828,0.005186255,16.36811,0.01269472,336653446029535232,0.08919691,1.751251E-05,0.102528,0.021306,GALAXY,STARFORMING
1237648704050299091,20.77961,0.1373867,18.85224,0.01419604,17.4889,0.007128175,17.00419,0.006759758,16.67683,0.01653076,336653171151628288,0.2198864,3.581869E-05,0.222595,0.011939,GALAXY,
1237648704050299243,18.91548,0.0425668,17.89021,0.01270416,17.64838,0.01366147,17.4295,0.01426613,17.34137,0.04725975,336652896273721344,0.07688676,6.616156E-06,0.055558,0.012826,GALAXY,STARFORMING
